team_year,experience,height_eff,size,bench,adj_tempo,tempo_kenpom,adj_tempo_kenpom,point_dist_ft_off,point_dist_2p_off,point_dist_3p_off,point_dist_ft_def,point_dist_2p_def,point_dist_3p_def,pos_point_dist_1,pos_point_dist_2,pos_point_dist_3,pos_point_dist_4,pos_point_dist_5,pos_reb_dist_1_off,pos_reb_dist_2_off,pos_reb_dist_3_off,pos_reb_dist_4_off,pos_reb_dist_5_off,pos_reb_dist_1_def,pos_reb_dist_2_def,pos_reb_dist_3_def,pos_reb_dist_4_def,pos_reb_dist_5_def
2018 Tennessee,1.39,0.06,76.81,33.89,67.3,67.2695,66.1739,20.93653251,47.36842105,31.69504644,22.20773577,48.84832681,28.94393742,19.07,18.85,23.12,24.69,14.2,7.99,6.79,18.95,25.57,40.63,13.78,15.62,24.96,20.67,24.9
2019 Tennessee,2.15,0.43,77.81,25.39,69.4,69.3874,67.703,18.58257036,55.27297389,26.14445575,19.18077983,44.89956676,35.91965341,18.31,19.2,23.5,23.38,15.61,5.52,8.13,15.22,27.09,44,12.65,15.12,23.39,23.4,25.42
2021 Tennessee,1.48,-0.77,77.39,31.95,68.8,68.813,67.3118,20.55641422,51.93199382,27.51159196,19.36989498,48.42473746,32.20536756,18.21,25.47,21.83,16.67,17.79,5.49,13.95,19.95,29.65,30.91,17.9,14.09,18.15,26.16,23.66
2022 Tennessee,1.39,1.14,76.75,33.54,68.7,68.6808,67.1668,16.95838195,47.45235317,35.58926488,19.42805266,48.57013164,32.00181571,22.86,23.51,18.46,18.39,16.73,5.32,8.8,16.43,27.74,41.63,13.56,17.87,21.88,21.6,25.02
2023 Tennessee,1.9,1.66,77.32,36.7,66.2,66.2411,65.5272,17.982271,49.4723512,32.5453778,22.92428198,47.31070496,29.76501305,20.26,21.12,19.07,20.8,18.74,6.26,7.84,20.31,33.13,32.47,13.31,18.26,18.71,24.18,25.54
2008 Texas,1.19,2.03,75.5,16.23,65.4,65.3642,63.0818,17.4855,50.6503,31.8642,18.882,47.4534,33.6646,24.57,24.77,13.65,19.49,17.51,4.7,6.74,20.22,35.05,33.29,11.5,11.88,19.66,35.29,21.68
2009 Texas,1.89,2.06,76.11,28.52,67.6,67.6477,64.8728,21.0111,59.3207,19.6682,21.2108,51.4808,27.3084,23.71,10.47,16.71,27.41,21.69,3.78,12.66,18.16,31.45,33.95,8.51,14.15,19.34,34.1,23.91
2010 Texas,1.59,0.49,76.42,35.47,73.7,74.2328,71.1683,20.1376,58.6744,21.188,21.1676,54.7669,24.0655,15.26,15.52,17.68,25.36,26.18,8.37,10.77,17.39,26.41,37.06,13.25,10.98,19.53,29.46,26.76
2011 Texas,1.47,0.98,76.83,26.6,67.8,68.1422,65.8605,21.9178,55.7571,22.3251,19.8391,58.445,21.7158,17.64,17.86,20.94,26.48,17.07,8.57,7.73,19.52,27.69,36.49,12.88,14.46,25.25,25.45,21.96
2012 Texas,0.97,-0.31,76.29,31.38,66.8,67.6226,64.1535,24.332,51.7409,23.9271,23.0396,50.6608,26.2996,24.32,22.89,21.11,14.91,16.78,7.49,9.06,15.61,33.71,34.13,13.34,14.22,16.62,26.5,29.33
2014 Texas,0.8,2.14,76.48,33.49,69.4,69.4218,67.2135,23.4796,55.9661,20.5543,23.3535,45.2525,31.3939,23.51,17.54,17,24.16,17.8,3.81,9.79,19.74,33.81,32.85,11.1,15.76,17.32,28.91,26.91
2015 Texas,1.63,3.53,77.44,40.39,63.1,63.0775,61.7245,21.2227,51.0044,27.7729,21.5227,48.6091,29.8682,23.58,16.01,20.24,18.61,21.56,5.69,16.04,22.87,31.19,24.21,12.58,11.03,19.55,24.97,31.87
2016 Texas,1.96,2.68,76.97,38.16,66.9,66.9315,65.1637,21.0191,49.4268,29.5541,21.9263,50.2441,27.8296,21.78,21.3,22.41,18.94,15.58,7.11,11.86,12.85,28.79,39.39,12.05,15.33,18.89,25.61,28.12
2018 Texas,0.97,1.71,77.74,28.95,67,67.0269,65.2086,18,52,30,16.21043627,53.37895637,30.41060736,17.63,20.04,20.11,20.88,21.28,8.85,6.39,13.57,29.53,41.59,10.15,14.92,13.98,24.22,36.67
2021 Texas,1.96,1.65,77.84,27.83,69.6,69.609,69.2079,18.52589641,46.812749,34.66135458,21.0640608,51.90010858,27.03583062,20.7,21.52,16.63,20.43,20.72,8.79,8.45,16.31,29.07,37.38,12.37,13.93,18.02,30.69,24.99
2022 Texas,2.68,-0.9,76.79,30.98,64.2,64.188,63.0969,19.23899102,51.90252245,28.85848653,22.06595538,51.30940834,26.62463628,20.65,14.88,21.95,20.07,22.45,4.44,5.01,9.18,38.67,42.71,12.01,15.8,18.11,23.79,30.29
2023 Texas,2.25,-0.72,76.55,33.34,70.3,70.3477,69.1219,18.36040801,54.09897998,27.54061201,20.68062827,50.52356021,28.79581152,19.57,23.54,22.73,16.28,17.88,6.24,8.58,16.79,35.22,33.17,14.49,15.28,23.15,20.62,26.46
2008 Texas A&M,1.62,3.65,78.09,31.12,64.8,65.0078,61.5639,20.3004,54.9736,24.7259,16.458,54.0566,29.4854,17.65,16,21.86,23.11,21.38,8.74,8.73,14.58,30.41,37.54,16.98,15.34,16.14,21.36,30.17
2009 Texas A&M,1.71,2.57,77.59,31.2,66.2,66.1991,63.1826,24.154,51.0998,24.7462,17.5146,54.6601,27.8253,17.14,18.98,19.77,21.72,22.39,7.13,7.85,14.64,28.81,41.56,13.5,15.87,17.64,23.21,29.78
2010 Texas A&M,1.7,1.55,76.98,33.42,66.5,66.4978,64.0152,24.4654,49.1018,26.4328,20.9138,50.683,28.4032,16.97,24.68,17.45,18.76,22.15,5.24,7.42,14.99,29.42,42.93,15.27,16.11,17.26,23.83,27.53
2011 Texas A&M,1.84,1.11,76.91,30.32,63.3,63.2801,61.4192,25.0804,50.8039,24.1158,21.3958,52.1651,26.4391,16.77,11.64,23.73,24.96,22.9,7.03,6.02,23.72,29.12,34.11,13.69,16.14,21.12,22.42,26.62
2016 Texas A&M,1.82,1.67,78.19,35.21,68.3,68.3815,66.5488,19.9788,50.2122,29.8091,18.3483,47.1115,34.5403,12.66,16.39,25.16,21.88,23.91,4.73,13.23,22.03,18.98,41.02,10.46,15.8,26.66,23.35,23.73
2018 Texas A&M,1.56,2,78.8,35.59,70.6,70.6258,69.0256,17.06575447,56.70847586,26.22576967,16.82205107,50.58775841,32.59019051,20.17,19.49,16.94,24.4,18.94,4.71,8.41,19.14,37.81,29.87,11.97,13.98,18.99,24.98,30.01
2023 Texas A&M,2.08,-0.26,76.68,30.67,67.4,67.3544,66.1613,26.0815822,48.94932015,24.96909765,20.56247118,42.78469341,36.65283541,29.38,17.01,17.76,14.28,21.5,9.8,14.51,12.29,36.16,27.19,15.63,17.51,22.62,21.88,22.3
2022 Texas A&M Corpus Chris,2.38,-1.19,75.78,33.85,71.7,71.7318,68.9287,23.02631579,52.63157895,24.34210526,24.54710145,44.74637681,30.70652174,15.86,21.59,20.9,24.15,17.49,8.58,15.11,8.5,40.09,27.69,13.23,18.36,12.21,31.33,24.86
2023 Texas A&M Corpus Chris,2.77,-1.83,75.04,32.02,70.7,70.668,69.2572,21.18942731,49.07488987,29.73568282,20.28368794,48.5106383,31.20567376,18.38,21.68,24.87,20.64,14.42,7.57,16.67,4.84,37.77,33.13,14.06,17.54,12.89,32.68,22.82
2014 Texas Southern,2.7,0.71,76.74,26.31,67.8,67.8244,65.8018,25.3743,49.6155,25.0101,16.9288,56.8709,26.2003,15.87,14.07,18.23,18.98,32.85,7.11,7.46,21.67,33.62,30.14,11.29,13.6,20.68,26.06,28.38
2015 Texas Southern,2.3,-1.72,76.01,32.25,64.6,64.5564,62.9114,23.8075,52.9707,23.2218,17.9799,57.7536,24.2666,20.22,20.15,19.73,22.58,17.32,6.85,11.48,24.31,29.27,28.09,15.63,17.62,22.83,24.31,19.61
2017 Texas Southern,2.01,0.11,74.36,34.38,69.4,69.3789,68.4526,25.2988816,50.98341689,23.7177015,18.31761006,58.49056604,23.11320755,20.69,17.87,26.32,17.62,17.5,5.91,8.57,12.67,33.79,39.06,11.09,13.02,17.58,25.29,33.02
2018 Texas Southern,2.06,0.2,75.76,32.88,72.5,72.541,71.5742,23.5737352,46.28632939,30.13993541,16.89401889,53.7250787,29.38090241,25.24,19.31,24.58,14.76,16.09,7.44,9.07,13.37,21.13,48.95,10.92,14.76,18.27,20.7,35.33
2021 Texas Southern,2.53,0.26,77.72,32.71,73.4,73.4549,71.9846,22.22222222,59.29592959,18.48184818,20.35550459,47.82110092,31.8233945,24.11,16.47,15.69,19.54,24.14,7.14,15.83,11.13,28.36,37.46,16.77,14.92,18.49,23.71,26.04
2022 Texas Southern,2.82,0.47,77.12,46.47,69.3,69.2557,67.6207,19.14893617,56.4056134,24.44545043,19.24349882,51.82033097,28.93617021,22.4,20,13.65,19.87,24.03,5.81,12.43,13.15,32.1,36.44,13.58,13.24,17.04,28.64,27.44
2023 Texas Southern,1.91,0.29,77.21,36.7,70.7,70.7133,69.324,20.05519779,58.96964121,20.97516099,21.47449636,50.49292756,28.03257608,26.04,22.08,15.03,17.04,19.76,10.72,20.33,23.65,14.19,31.06,15.5,17.02,20.62,16.35,30.44
2016 Texas Tech,1.72,0.91,77.59,32.67,66.9,66.9205,65.9989,23.8612,52.0607,24.0781,18.9624,48.0322,33.0054,15.74,21.99,20.94,20.69,20.64,8.84,16.3,22.77,23.25,28.84,16.31,14.98,16.2,28.55,23.96
2018 Texas Tech,1.81,-0.32,77.62,37.93,68.3,68.3794,66.5709,20.98586444,51.61290323,27.40123233,22.36128494,46.47476012,31.16395494,27.1,20.9,20.66,14.67,16.64,4.92,27.97,15.69,18.57,32.82,13.95,17.8,21.4,19.64,27.18
2019 Texas Tech,1.92,-0.18,77.09,24.92,67.7,67.7066,66.5403,18.37251356,51.57323689,30.05424955,22.82176028,44.93586908,32.24237063,19.81,18.6,16.35,28.55,16.67,1.71,5.05,16.49,27.84,48.85,11.34,16.52,18.61,26.29,27.2
2021 Texas Tech,1.42,-1.23,77.01,32.38,67,66.9686,65.3672,21.39800285,52.21112696,26.39087019,20.24004364,47.02673213,32.73322422,24.78,16.76,22.63,19.1,16.67,5.07,8.06,15.34,34.02,37.4,15.44,21.83,16.95,27.33,18.38
2022 Texas Tech,2.48,0.12,78.32,36.37,67.5,67.472,66.455,18.8976378,55.79302587,25.30933633,19.38502674,42.78074866,37.8342246,13.76,20.68,20.83,19.26,25.47,9.58,13.45,12.32,36.25,28.4,16.74,18.81,17.79,24.87,21.79
2017 Troy,2.06,-0.98,76.39,32.13,69.2,69.173,68.0509,21.96969697,45.98484848,32.04545455,19.14139425,48.12918472,32.72942103,11.53,22.75,28.7,19.9,17.05,6.27,6.93,21.47,35.18,30.08,13.77,11.57,19.89,27.7,26.99
2014 Tulsa,1.33,-0.36,76.55,35.65,68.7,68.7516,67.1059,24.4435,51.639,23.9174,26.0548,45.498,28.4472,19.63,21.82,17.15,22.46,18.94,9.22,13.91,14.11,28.65,34.12,17.25,19.25,19.63,19.4,24.47
2016 Tulsa,2.73,-1.07,76.36,32.27,69,69.0244,68.4348,21.0102,51.1036,27.8862,21.1944,46.3404,32.4652,16.44,22.29,22.16,21.84,17.27,9.62,16.4,15.88,21.89,36.2,16.68,22.46,21.62,18.71,20.53
2011 UAB,1.61,-1.94,75.5,25.15,63,63.1587,62.1202,17.3667,48.7966,33.8367,19.8969,55.9794,24.1237,18.12,15.51,25.18,21.13,20.06,5.09,16.72,16.21,27.46,34.53,12.39,11.8,19.73,25.56,30.51
2015 UAB,0.84,1.21,76.72,37.36,65.5,65.4962,64.4025,21.6625,53.6524,24.6851,19.4433,54.7448,25.8119,15.67,17.6,24.71,23.17,18.86,3.81,13.98,16.64,37.69,27.89,13.6,16.29,15.47,25.59,29.05
2022 UAB,2.19,0.43,76.64,30.22,70.1,70.1548,68.7871,17.04980843,53.63984674,29.31034483,18.61086376,50.66785396,30.72128228,30.3,18.99,19.41,18.01,13.25,1.86,8.53,16.99,31.17,41.37,12.49,16.24,19.62,22.75,28.83
2017 UC Davis,2.2,-1.29,75.77,29.91,69.6,69.6431,68.4821,22.05193699,51.76670924,26.18135377,19.51837769,50.95057034,29.53105196,15.04,25.35,21.2,25.6,12.8,6.18,9.96,10.47,41.55,31.82,10.11,15.33,16.28,37.99,20.28
2015 UC Irvine,2.03,4.84,77.47,37.31,64,64.0405,63.3775,16.9332,54.5626,28.5042,21.6897,52.668,25.6423,20.17,18.1,16.62,24.2,20.91,8.08,7.32,16.04,34.5,34.07,12.96,16.02,20.8,25.06,25.16
2019 UC Irvine,2.15,1.11,76.73,41.52,66.1,66.0757,65.0838,16.4992272,55.10046368,28.40030912,21,48.60869565,30.39130435,26.68,19.15,14.36,18.99,20.83,6.53,6.62,9.95,38.9,38,10.81,13.77,14.18,30.19,31.06
2010 UC Santa Barbara,1.42,-0.24,76.87,36.19,67.6,67.4269,66.0756,23.4174,46.0113,30.5713,21.5666,48.0418,30.3916,11.89,17.18,31.01,27,12.91,6.21,10.73,28.34,32.4,22.33,12.81,13.61,22.37,22.36,28.86
2011 UC Santa Barbara,2.16,2.67,76.97,32.81,65.5,65.4057,64.4276,21.5948,47.6474,30.7578,23.8671,44.713,31.4199,11.17,13.34,33.2,28.45,13.84,5.23,8.55,18.38,30.23,37.61,12.06,12.08,26.6,25.32,23.95
2021 UC Santa Barbara,2.36,1.09,77.36,29.04,66.7,66.6897,66.1183,20.37037037,53.15904139,26.47058824,17.80994336,55.38074261,26.80931403,15.28,25.92,17.17,21.36,20.18,11.2,10.26,16.03,33.54,28.82,13.55,15.42,18.88,27.43,24.61
2023 UC Santa Barbara,2.29,1.14,77.9,22.14,65.2,65.2422,64.9567,19.19060052,57.96344648,22.845953,18.0608365,55.41825095,26.52091255,16.57,19.06,24.75,20.51,19.1,7.16,18.18,5.75,26.62,42.24,17.83,16.77,11.99,27.41,25.97
2019 UCF,2.3,3.9,78.77,26.63,67.1,67.106,64.7843,21.71907757,49.47589099,28.80503145,17.2462406,49.90601504,32.84774436,24.36,12.99,20,19.68,22.91,5.29,4.98,16.08,29.57,44.01,9.55,15.12,16.68,27.27,31.31
2008 UCLA,1.51,2.33,77.56,21.67,65.3,65.0976,63.1761,20.8244,57.3477,21.828,15.8477,59.5839,24.5684,21.9,20.21,18.19,12.52,27.19,7.71,11.88,15.23,26.46,38.72,10.93,13.06,18.73,20.73,36.54
2009 UCLA,1.76,0.43,77.04,30.03,65.7,65.527,64.4791,17.0881,56.4751,26.4368,19.9018,54.5292,25.5689,22.33,18.36,22.98,17.76,18.57,6.76,16.03,9.67,29.02,38.53,11.27,17.42,15.77,28.96,26.59
2011 UCLA,1.2,2.85,77.71,27.16,66.8,67.2723,65.5545,23.0479,55.1637,21.7884,19.3434,57.2316,23.425,17.34,18.87,22.25,22.14,19.4,5.47,6.86,18.15,23.27,46.25,10.59,12.08,25.44,30.49,21.4
2013 UCLA,1.14,4.27,78.45,25.46,69.5,69.5389,67.4331,19.6237,60.6759,19.7005,14.7095,58.3436,26.9468,11.9,21.93,29.14,18.29,18.73,3.07,6.31,33.18,29.87,27.56,10.94,17.09,17.21,31.93,22.83
2014 UCLA,1.34,3.44,78.78,31.53,70.4,70.4051,68.6469,20.9124,56.2105,22.8771,19.47,45.8525,34.6774,18.98,23.6,22.89,20.06,14.47,6.23,18.21,23.52,27.88,24.16,12.83,16.21,23.42,31.03,16.51
2015 UCLA,1.19,3.7,78.28,20.99,67.5,67.5367,65.4935,19.5753,54.5946,25.8301,18.8341,46.7998,34.3661,23.06,21.89,17.56,22.51,14.98,2.75,9.12,13.78,42.86,31.48,13.8,15.46,17.06,29,24.69
2017 UCLA,1.43,2.52,78.44,23.22,74.8,74.8337,73.179,14.19733993,52.95391277,32.84874729,15.04229496,50.75395366,34.20375138,20.63,20.77,19.01,22.29,17.26,5.44,8.7,12.55,33.46,39.78,12.18,11.08,18.55,27.17,30.96
2018 UCLA,1.43,3.12,78.81,27.27,71.5,71.5042,70.5038,19.22359089,46.06196342,34.71444569,17.47108097,48.18508177,34.34383726,26.6,19.84,21.39,13.82,18.32,6.38,12.14,18.52,28.61,34.28,13,17.79,17.45,18.57,33.14
2021 UCLA,1.38,-0.3,77.29,27.39,65.3,65.2619,64.6928,17.83737761,54.32098765,27.84163474,16.62100457,51.87214612,31.50684932,16.77,17.65,19.49,24.23,21.8,4.07,25.96,23.84,12.04,33.99,10.1,20.79,21.36,17.31,30.36
2022 UCLA,2.21,0.25,77.88,31.95,67.2,67.1833,65.5444,17.73399015,55.32398636,26.94202349,17.73049645,50.62056738,31.64893617,18.66,20.49,23.91,22.98,13.97,5.89,20.21,20.52,13.63,39.75,11.19,20.08,22.16,21.82,24.75
2023 UCLA,1.86,0.19,76.97,27.74,67.3,67.3147,66.2741,16.15598886,58.89375249,24.95025865,17.07317073,50.43902439,32.48780488,21.72,15.67,22.49,26.98,13.14,6.71,8.51,20.51,27.82,36.42,11.99,14.86,22.61,28.06,22.45
2008 UMBC,2.21,-1.71,75.1,20.85,65.5,64.9933,63.0741,19.1301,51.098,29.772,17.0644,51.5984,31.3372,13.49,26.33,23.77,16.8,19.6,5.48,11.93,25.17,24.32,33.09,11.43,18.03,24.44,21.39,24.71
2018 UMBC,1.96,0.07,75.85,28.02,69.1,69.0605,68.1857,15.77834179,43.23181049,40.98984772,16.88368056,48.87152778,34.24479167,20.52,27.95,19.61,17.56,14.3,10.02,11.02,17.3,22.25,39.33,10.79,21.24,24.42,18.64,24.86
2011 UNC Asheville,1.78,-3.37,75.66,32.09,69.6,69.3618,67.7991,23.2159,56.7299,20.0542,22.2274,49.9534,27.8192,24.92,20.86,19.8,17.24,17.18,8.26,9.54,21.7,25.55,34.95,16.62,15.78,19.31,18.86,29.43
2012 UNC Asheville,2.41,-5.13,75.08,26.11,70.2,70.6746,67.7396,26.1049,48.988,24.9071,19.0901,52.2748,28.6351,23.97,20.88,21.2,19.78,14.17,8.24,11.03,26.23,25.6,28.9,15.06,14.81,26.58,23.13,20.42
2016 UNC Asheville,1.15,-4.64,76.03,26.12,70.5,70.5102,70.1811,22.7907,54.63,22.5793,19.0476,54.8068,26.1456,17.46,19.31,22.07,23.75,17.41,8.6,19.42,25.19,20.58,26.2,17.04,22.99,18.74,22.03,19.21
2023 UNC Asheville,2.74,0.62,77.4,26.86,68.6,68.6291,68.5066,20.98501071,47.28051392,31.73447537,16.6967509,56.22743682,27.07581227,15.69,12.46,22.53,17.66,31.64,5.96,5.87,17.51,36.88,33.75,10.02,10.97,19.37,23.35,36.25
2018 UNC Greensboro,1.78,0.9,77.16,32.53,66.1,66.0852,64.9776,14.91304348,45.82608696,39.26086957,23.04283604,45.19940916,31.7577548,20.9,26.5,18.69,16.97,16.9,12.98,6.17,21.69,25.01,34.1,16.15,10.49,20.06,23.52,29.73
2021 UNC Greensboro,1.75,1.36,77.02,36.21,70.3,70.3313,68.4895,14.4814984,54.27135678,31.24714481,21.13861386,46.93069307,31.93069307,30.96,18,16.38,17.26,17.36,14.7,5.05,22.36,23.86,33.96,23.27,12.52,16.69,21.8,25.67
2016 UNC Wilmington,1.61,-0.6,76.08,30.74,70.5,70.5306,70.1618,19.6539,53.152,27.1941,29.1444,49.1979,21.6578,19.23,20.23,23.98,19.95,16.61,9.66,7.98,17.43,24.06,40.87,12.15,14.59,21.61,24.3,27.34
2017 UNC Wilmington,2.08,-1.76,75.53,23.31,70.2,70.2375,70.0795,16.14793116,49.35920908,34.49285976,20.80098079,56.88598284,22.31303637,21.24,17.43,19.86,23.46,17.97,6.51,12.35,13.91,18.05,49.11,9.72,13.38,20.55,20.27,36.04
2008 UNLV,2.03,-1.04,76.54,26.62,66.1,65.4844,63.0988,20.3158,47.2898,32.3944,19.0071,51.9149,29.078,24.38,16.72,17.44,20.12,21.34,6.4,18.89,13.84,32.19,28.68,18.2,16.28,16.96,24.4,24.16
2010 UNLV,1.46,1.38,77.02,39.08,67.5,67.4894,65.9121,17.5439,54.386,28.0702,26.7013,45.3686,27.9301,15.2,17.84,26.39,19.77,20.8,14.4,16.8,11.51,23.85,33.45,11.7,18.32,16.78,29.22,23.99
2011 UNLV,1.81,1.36,77.41,30.7,67.4,67.4797,66.9325,20.9479,55.6919,23.3601,23.1103,49.5908,27.299,18.56,18.15,21.03,22.26,20,8.01,15.47,14.73,29.68,32.11,11.02,17.14,19.5,29.23,23.11
2012 UNLV,2.24,2.59,77.76,26.25,69,69.7249,67.7911,18.5646,48.3561,33.0794,19.8996,51.4833,28.6171,16.9,18.91,20.11,23.34,20.75,6.32,15.34,18.6,27.81,31.93,11.17,16.37,21.45,30.34,20.67
2013 UNLV,1.49,1.61,77.85,29.72,68.9,68.9445,67.0633,20.8974,51.6826,27.42,18.8252,53.5615,27.6133,15.19,18.28,20.89,25.26,20.37,9.88,9.52,14.95,32.98,32.67,13.95,13.95,15.5,31.08,25.52
2008 USC,0.66,1.14,77.7,20.68,66,65.7446,64.6004,19.8946,55.863,24.2424,17.6023,52.9971,29.4006,16.17,23.09,23.09,23.12,14.54,7.79,10.21,10.21,35.53,36.26,13.41,16.01,16.01,27.8,26.77
2009 USC,1.47,1.9,78.64,22.09,65.1,65.1124,62.8813,21.8607,61.9942,16.1452,19.964,49.8201,30.2158,20.06,20.89,19.21,23.8,16.04,5.88,6.6,23.25,34.22,30.04,14.81,15.9,19.84,25.37,24.08
2011 USC,1.87,0.89,75.58,21.84,64.5,64.4661,62.1879,18.7389,54.0853,27.1758,21.4923,51.619,26.8888,17.79,20.44,16.94,16.71,28.12,5.22,4.71,15.87,36.45,37.75,11.03,9.18,14.7,27.39,37.71
2016 USC,1.25,4.88,78.55,31.2,72.9,72.8841,71.1914,18.5239,52.3201,29.156,17.3827,53.2913,29.326,20.51,18.81,19.31,21.01,20.36,7.74,12.53,14.65,31.78,33.31,16.5,18.25,14.84,25.96,24.44
2017 USC,1.07,2.15,78.07,28.75,70.8,70.8167,68.8968,20.703125,49.14772727,30.14914773,14.66008355,51.044436,34.29548044,19.14,16.39,20.39,22.27,21.79,9.68,16.75,17.73,21.24,34.55,13.82,18.18,16.56,22.37,29.03
2021 USC,1.7,2.65,79.37,28.68,67.5,67.5611,67.2898,18.23695916,55.80266882,25.96037202,16.48044693,50.83798883,32.68156425,19.52,19.72,16.79,18.92,25.02,5.71,15.7,11.5,33.9,33.16,11.6,13.93,22.29,24.65,27.49
2022 USC,1.81,1.71,79.12,29.78,67.4,67.4471,66.022,16.70052824,55.26208858,28.03738318,17.65492644,50.91395453,31.43111904,17.21,18.07,21.93,22.17,20.59,7.82,14.67,20.84,27.72,28.89,13.75,16.15,23.24,21.22,25.61
2023 USC,1.57,1.73,78.99,26.13,68.4,68.5518,68.1465,19.66509231,53.67110348,26.66380421,19.14498141,47.39776952,33.45724907,28.41,18.04,18,20.81,14.7,6.51,16.88,24.69,14.79,37.05,16.65,16.74,22.17,24.17,20.23
2008 UT Arlington,1.56,-1.93,75.3,34.23,71.4,71.2605,68.0296,20.9747,54.6584,24.3669,21.4565,45.259,33.2845,20.35,14.23,15.81,24.96,24.65,8.98,8.25,15.25,32.41,35.11,9.89,13.74,23.35,25.8,27.22
2009 Utah,2.43,4.91,78.16,21.7,65.2,65.1733,64.0174,21.9471,47.5662,30.4868,22.4586,53.7116,23.8298,19.59,17.59,17.72,18.48,26.62,5.88,12.72,14.29,29.02,38.09,11.95,14.31,18.26,21.94,33.54
2015 Utah,1.55,3.58,77.75,37.35,62.7,62.6865,60.3923,21.6922,46.4538,31.854,21.3846,53.5385,25.0769,17.21,22.17,21.48,18.88,20.26,3.48,13.17,9.73,29.01,44.6,12.32,18.23,19.84,22.36,27.25
2016 Utah,2.01,3.42,77.57,28.11,67.3,67.2963,65.2107,19.9399,50.5445,29.5156,14.7858,53.7068,31.5074,13.94,17.82,19.62,20,28.62,2.78,9.2,8.19,35.84,43.99,10.53,15.81,17.86,24.37,31.43
2009 Utah St.,1.5,1.2,76.53,23.64,61.8,61.5412,59.522,20.0974,53.106,26.7966,19.3016,53.2327,27.4658,21.85,15.77,15.38,20.33,26.67,19.03,9.3,11.73,37.9,22.03,20.56,10.57,17.1,24.15,27.62
2010 Utah St.,1.95,0.16,76.3,29.86,62.5,62.6968,59.4224,16.8884,55.0584,28.0532,18.6375,53.0414,28.3212,20.6,19.54,15.47,24.96,19.43,7.89,7.61,12.21,44.31,27.98,20.54,14.34,15.42,26.79,22.92
2011 Utah St.,2.56,-1.55,76.34,30.19,63.9,64.0677,62.8424,23.4142,51.937,24.6488,21.2545,51.5293,27.2162,23.15,18.56,14.61,23.9,19.79,5.29,4.89,9.87,39.46,40.49,13.9,11.4,15.95,31.11,27.63
2019 Utah St.,1.33,0.56,77.92,30.59,69.9,69.8786,67.7963,20.30723117,49.60659423,30.01124016,20.81151832,43.19371728,35.9947644,15.4,28.24,16.85,19.2,20.27,6.16,5.17,9.69,35.78,43.13,18.25,15.63,14.21,21.34,30.51
2021 Utah St.,1.51,1.41,78.15,28.28,69.5,69.4931,68.8615,17.27047146,55.78163772,26.94789082,17.14449541,46.90366972,35.95183486,17.71,16.86,19,21.71,24.72,7.25,16.86,9.46,30.94,35.44,15.02,17.99,10.39,22.69,33.88
2023 Utah St.,2.55,1.49,78.24,23.26,69.1,69.0721,68.7801,19.68810916,45.22417154,35.0877193,19.0269331,51.52041703,29.45264987,22.49,18.5,15.17,21.19,22.59,5.2,9.06,19.54,21.09,45.01,12.63,17.7,18.93,21.35,29.33
2010 UTEP,1.85,2.7,77.73,27.78,69.9,70.1326,67.4737,20.1691,55.5556,24.2754,24.4486,47.9587,27.5927,26,16.39,12.25,25.1,20.26,10.01,6.34,9.1,38.09,36.45,10.71,14,23.73,27.45,24.1
2011 UTSA,1.49,-0.68,76.58,25.48,68.7,68.6707,67.0401,23.1944,46.9444,29.8611,20.759,47.005,32.2359,25.71,10.57,25.29,16.11,22.31,15.63,15.85,13.29,24.64,30.57,18.95,16.22,19.25,20.42,25.15
2013 Valparaiso,2.73,-0.12,76.19,33.04,65.1,65.0779,63.7461,21.6147,46.9885,31.3968,22.4371,55.2224,22.3404,14.92,17.14,17.82,26.4,23.72,10.42,8.12,17.87,21.03,42.56,10.6,9.45,18.32,31.76,29.87
2015 Valparaiso,1.42,2.35,77.69,34.52,63.2,63.183,62.1996,19.5837,49.7635,30.6528,20.5708,46.6344,32.7948,18.16,21.71,15.9,23.16,21.06,12.5,12.74,22.92,19.5,32.35,14.61,19.24,20,21.07,25.09
2008 Vanderbilt,1.69,2.61,77.51,28.71,71.6,71.3818,67.6816,20.6542,45.939,33.4068,18.2893,52.7395,28.9712,16.38,14.64,26.21,14.97,27.8,3.26,13.58,19.75,30.51,32.89,13.4,12.01,20.62,24.24,29.74
2010 Vanderbilt,1.37,3.24,78.38,32.64,70.2,70.6732,68.4945,24.9089,51.5188,23.5723,18.8536,53.7394,27.4071,19.01,21.86,18.93,16.35,23.85,2.69,3.87,30.1,27.96,35.37,13.35,13.92,21.45,21.49,29.78
2011 Vanderbilt,1.53,3.32,78.32,27.52,68,68.0881,66.882,24.0992,45.3313,30.5695,17.4707,56.0626,26.4668,13.26,27.44,21.63,14.5,23.16,4.55,5.9,20.76,29.22,39.57,15.71,12.83,20.27,29.02,22.16
2012 Vanderbilt,2.29,2.61,78.28,29.24,65.8,66.4462,63.9958,20.5736,44.2065,35.2199,17.5716,56.0068,26.4215,15.16,25.96,27.12,15.77,15.99,3.26,4.89,25.01,31.22,35.61,15.49,13.75,18.27,28.89,23.6
