team_year,experience,height_eff,size,bench,adj_tempo,tempo_kenpom,adj_tempo_kenpom,point_dist_ft_off,point_dist_2p_off,point_dist_3p_off,point_dist_ft_def,point_dist_2p_def,point_dist_3p_def,pos_point_dist_1,pos_point_dist_2,pos_point_dist_3,pos_point_dist_4,pos_point_dist_5,pos_reb_dist_1_off,pos_reb_dist_2_off,pos_reb_dist_3_off,pos_reb_dist_4_off,pos_reb_dist_5_off,pos_reb_dist_1_def,pos_reb_dist_2_def,pos_reb_dist_3_def,pos_reb_dist_4_def,pos_reb_dist_5_def
2016 Cal St. Bakersfield,1.78,-2.44,75.53,32.08,68.1,68.1166,67.6197,20.1489,57.2359,22.6152,23.8915,48.096,28.0125,19.34,13.6,24.61,21.86,20.59,11.34,12.4,25.82,28.41,22.03,15.2,16.25,22.34,19.99,26.22
2008 Cal St. Fullerton,2.49,-4.61,73.98,31.89,73.1,72.5643,70.926,17.3364,51.2055,31.4581,17.3745,53.5393,29.0862,20.38,25.34,23.2,16.99,14.08,5.59,8.13,22.22,31.23,32.83,11.74,14.54,23.94,27.06,22.72
2018 Cal St. Fullerton,1.56,-1.11,76.69,27.12,69.8,69.761,69.5384,24.40835267,54.29234339,21.29930394,21.65427509,48.79182156,29.55390335,30.13,12.5,22.61,17.04,17.67,7.51,8.57,9.35,30.45,44.03,15.42,16.89,16.97,25.02,25.64
2022 Cal St. Fullerton,2.35,-0.81,76.43,27.06,66.5,66.5151,65.9926,21.46673142,54.49247207,24.0407965,14.90963855,51.20481928,33.88554217,25.05,18.44,13.36,25.72,17.44,7.7,10.82,8.88,31.48,41.12,11.5,16.51,20.65,24.7,26.64
2009 Cal St. Northridge,2.46,0.3,76.38,41.38,71.6,71.75,71.325,18.7415,52.603,28.6555,24.2439,46.1248,29.6314,21.66,23.11,18.85,17.48,18.89,5.22,13.66,18.79,27.79,34.55,10.14,16.35,17.84,22.96,32.7
2009 California,1.58,0.82,77.01,27.04,66.3,66.2593,65.2261,19.3366,55.178,25.4854,19.1714,57.0295,23.799,26.35,17.48,22.23,18.15,15.79,6.85,18.67,13.12,29.16,32.2,14.32,17.03,15.88,24.88,27.89
2010 California,2.38,0.94,76.66,27.3,68.2,68.5318,67.121,20.0888,54.606,25.3052,19.2711,56.2212,24.5078,25.14,15.58,22.87,18.3,18.1,5.4,13.26,16.64,31.48,33.21,9.19,17.72,20.25,25.49,27.35
2012 California,1.66,1.95,77.34,21.94,66.5,67.1197,65.1101,19.7189,60.9343,19.3468,16.4449,57.0342,26.5209,16.93,21.46,24.34,20.44,16.83,7.18,12.64,12.49,30.02,37.67,12.04,19.65,23.51,19.73,25.07
2013 California,1.69,3.71,77.91,20.15,66.4,66.3518,63.887,18.8458,63.0298,18.1244,20.1602,53.1324,26.7075,19.18,17.82,27.86,15.77,19.37,7.4,13.83,12.59,27.02,39.17,11.98,17.61,21.8,23.41,25.2
2016 California,1.44,4.54,79.04,31.51,68.2,68.199,68.0218,20.7859,51.3949,27.8193,23.0668,52.9489,23.9843,18.58,23.22,20.05,23.5,14.66,9.83,11.84,13.54,26.73,38.07,13.84,18.34,16.74,25.07,26.02
2018 Charleston,2.09,-0.26,76.81,26.02,65.9,65.9339,64.6463,20.88740059,48.9744663,30.13813311,19.23595506,50.15730337,30.60674157,18.98,28.64,18.47,22.65,11.25,14.87,7.85,12.67,25.62,38.96,13.96,16.54,16.01,24.51,28.97
2023 Charleston,2.05,-0.22,76.9,38.24,70.8,70.8386,70.9567,19.08713693,43.68162957,37.2312335,14.93477283,59.28924876,25.77597841,19.89,25.32,14.91,18.5,21.34,10.74,13.56,20.24,21.05,34.32,12.07,16.1,20.35,19.66,31.76
2009 Chattanooga,2.24,0.82,76.54,27.56,71.2,70.9526,68.6926,23.0486,44.4626,32.4888,16.0392,44.549,39.4118,25.24,13.8,21.53,22.99,16.44,8.8,6,23.52,29.48,32.2,12.18,14.23,20.01,29.61,23.97
2016 Chattanooga,2.3,-1.08,76.95,31.12,67.4,67.4188,66.1763,22.8212,47.7503,29.4285,17.0971,52.9831,29.9199,19.81,18.35,19.84,21.3,20.71,9.47,13.34,19.88,27.29,30.02,12.51,16.28,21.68,26.61,22.92
2022 Chattanooga,2.23,-0.59,77.02,26.22,65.5,65.5215,64.6362,16.30434783,52.090301,31.60535117,16.30384437,52.70958777,30.98656786,21.84,27.1,12.27,14.35,24.39,9.4,19.6,12.26,23.66,35.01,12,22.35,15.46,18.07,32.05
2011 Cincinnati,1.92,2.15,77.53,36.75,63.7,64.011,63.2667,20.5638,52.073,27.3632,21.3327,54.0748,24.5925,20.41,21.48,21.66,16.23,20.23,7.71,15.33,16.55,25.3,35.11,14.02,13.12,17.33,24.12,31.41
2012 Cincinnati,1.74,-1.65,76.28,24.96,64,64.5657,61.9205,16.4155,52.6566,30.9278,16.3005,56.4148,27.2847,18.89,21.29,22.63,18.2,18.99,7.84,19.15,17.08,21.69,34.23,17.46,16.23,16.91,18.83,30.56
2013 Cincinnati,2.18,2.26,77.2,30.92,65,65.0249,62.2632,19.8939,49.6021,30.504,20.0897,54.337,25.5733,22.77,23.92,23.96,15.47,13.88,4.75,20.54,15.79,27.36,31.56,11.73,16.42,19.24,29.32,23.29
2014 Cincinnati,1.95,0.24,77.55,32.17,63.7,63.6905,61.2764,22.3226,52.3871,25.2903,21.3494,51.1581,27.4924,16.4,31.56,16.96,16.61,18.47,9.33,9.67,20.59,25.16,35.25,15.26,18.55,18.83,22.49,24.87
2015 Cincinnati,1.44,1.34,77.24,33.57,59.4,59.4013,59.2099,20.0663,56.2234,23.7104,16.1222,53.53,30.3477,21.35,20.36,16.61,18.38,23.31,6.73,7.55,21.88,28.89,34.95,13.25,15.57,20.22,23.31,27.66
2016 Cincinnati,1.92,1.62,77.62,32.44,65.8,65.806,64.1147,19.1894,49.5451,31.2655,16.7464,48.8038,34.4498,19.94,20,19.05,18.64,22.37,6.56,6.99,17.04,34.37,35.04,9.06,14.11,19.69,26.93,30.22
2017 Cincinnati,1.72,0.64,77.67,27.77,65.4,65.3743,63.7687,17.65145849,52.72999252,29.61854899,19.1576087,46.73913043,34.10326087,14.21,18.62,23.33,19.8,24.02,8.61,9.62,18.06,34.35,29.34,9.29,19.52,14.17,28.78,28.21
2018 Cincinnati,1.75,0.76,77.45,34.51,66.4,66.3915,64.6798,19.56603068,51.02880658,29.40516274,17.47947851,49.05842588,33.46209561,17.02,19.68,21.28,21.42,20.59,5.96,13.8,15.43,35.83,28.95,7.83,16.53,16.86,31.99,26.77
2019 Cincinnati,1.93,0.52,76.83,30.28,64.8,64.8024,63.1993,21.2749004,50.99601594,27.72908367,17.22880583,43.93801276,38.8331814,19.58,27.84,21.46,15.18,15.89,3.57,13.66,16.88,27.05,38.77,11.27,17.53,14.52,25.33,31.28
2008 Clemson,1.65,0.95,77.27,32.27,70.8,70.8942,67.3837,15.5206,53.9378,30.5417,20.1392,58.1992,21.6616,24.09,17.93,21.14,18.9,17.95,7.12,12.57,21.82,26.99,31.5,10.93,17.42,22.43,28.42,20.8
2009 Clemson,1.64,-0.65,76.67,30.86,70.4,70.5245,67.3639,17.0323,52.3335,30.6342,18.328,55.4892,26.1828,18.96,21.18,19.45,22.26,18.14,5.48,10.36,17.33,29.1,37.73,9.96,14.32,21.52,32.31,21.89
2010 Clemson,1.62,0.24,76.72,30.09,70,70.0415,67.2015,18.383,54.0426,27.5745,20.5811,57.9177,21.5012,19.7,19.89,16.6,25.16,18.66,7.04,13.46,12.51,30.72,36.27,11.84,17.83,15.19,30.52,24.62
2011 Clemson,2.02,1.19,75.71,26.6,65.1,65.5855,64.0185,21.1588,50.9013,27.9399,21.3327,50.9108,27.7565,17.25,21.19,16.42,21.55,23.6,10.5,12.03,10.5,31.46,35.51,12.2,14.35,17.66,26.02,29.78
2018 Clemson,2.09,0.42,77.36,29.04,67.1,67.1166,65.6205,19.27244582,47.29102167,33.43653251,16.77503251,48.37451235,34.85045514,24.24,21.84,16.66,17,20.26,11.79,12.38,9.51,26.56,39.75,18.02,16.59,13.96,22.67,28.76
2021 Clemson,1.81,0.6,76.93,37.64,64.9,64.8682,64.2422,15.14762516,46.72657253,38.12580231,17.16016151,47.91386272,34.92597577,21.66,17.16,15.28,27.21,18.65,7.94,9.31,8.79,39,34.91,8.95,24.75,14.75,26.27,25.23
2009 Cleveland St.,2.05,-0.67,76.19,25.77,64.6,64.5586,63.1428,21.5766,56.6667,21.7568,21.8978,53.1387,24.9635,22.43,19.56,18.22,25.03,14.77,10.1,11.39,25.21,25.44,27.86,9.45,16.38,23.65,29.88,20.64
2021 Cleveland St.,2.1,-0.82,76.96,29.25,67.6,67.664,66.3028,17.76384535,55.276907,26.95924765,21.90426639,47.03433923,31.06139438,16.23,20.66,24.7,20.22,18.13,6.24,25.63,19.43,13.46,35.15,9.29,18.58,28.51,18.31,25.24
2014 Coastal Carolina,1.43,-0.49,76.71,30.44,68.5,68.4563,65.898,21.7011,53.3333,24.9655,22.5596,43.8113,33.6291,24.01,26.06,22.68,15.52,11.73,4.3,8.27,19.15,30.38,37.89,12.15,14.64,18.44,29.78,25
2015 Coastal Carolina,1.93,-2.18,75.86,28.55,64.8,64.7621,63.6717,21.5028,50,28.4972,20.6527,45.9969,33.3503,21.16,27.06,22.05,13.47,16.26,4.7,6.91,16.52,33.11,38.75,11.68,12.62,16.98,28.37,30.35
2019 Colgate,1.57,1.09,77.69,26.84,67.5,67.5448,66.3489,15.88602654,47.22872756,36.8852459,16.52719665,49.20502092,34.26778243,21.25,15.59,16.93,20.68,25.5,8.11,11.35,20.98,31.65,27.87,12.3,14.86,19.87,23.05,29.87
2021 Colgate,1.83,0.31,76.44,33.56,72.2,72.1928,72.4472,16.5077036,50.91709464,32.57520176,16.42728905,57.45062837,26.12208259,25.74,20.57,19.6,13.54,20.49,10.79,9.84,12.54,16.77,49.97,15.93,18.05,22.23,18.33,25.39
2022 Colgate,2.45,0.64,77.07,23.94,67.7,67.6928,67.2561,14.12318556,46.6849745,39.19183994,14.22357547,54.19747716,31.57894737,22.39,19.48,19.97,16.59,21.57,9.75,9.21,9.92,23.78,47.34,13.22,18.91,23.28,19.24,25.35
2023 Colgate,2.24,1.04,77.43,25.12,68,68.0072,67.8783,13.49360217,54.98255138,31.52384645,11.85995624,55.31728665,32.82275711,19.11,19.26,20.06,16.57,24.93,4.81,6.33,7.86,21.6,59.3,17.8,17.04,19.79,19.55,25.75
2012 Colorado,1.68,1.11,77.43,26.62,65.3,65.7059,64.2147,23.0018,51.6874,25.3108,18.3655,51.3315,30.303,18.46,16.28,22.39,22.65,20.22,10,9.79,13.66,41.96,24.59,13.53,13.31,17,37.36,18.79
2013 Colorado,1.16,-0.02,77.38,27.62,65.8,65.7147,63.0028,22.5112,53.5426,23.9462,16.0153,51.9542,32.0305,21.01,15.06,24.42,20.59,18.92,6.25,10.59,12.37,33.72,37.06,15.52,12.08,16.41,34.65,21.34
2014 Colorado,0.9,1.82,77.98,32.6,67.3,67.2652,65.097,26.3736,51.5263,22.1001,17.7629,50.6912,31.5459,20.91,16.2,22.36,17.34,23.19,6.69,11.29,16.56,28.87,36.59,16.06,17.93,17.51,21.04,27.46
2016 Colorado,1.77,2.51,78.02,36.64,71,71.0226,68.9529,23.4583,47.1584,29.3833,20.762,53.4247,25.8134,14.62,19.19,25.52,16.17,24.5,4.57,7.32,19.46,35.36,33.29,14.07,18.31,16.49,22.98,28.15
2021 Colorado,2.28,0.38,77.45,30.38,66.2,66.2458,66.3585,18.71794872,49.74358974,31.53846154,18.1194907,51.90989226,29.97061704,24.09,12.05,17.79,22.72,23.3,12.38,9.39,16.43,28.8,32.92,16.54,11.13,19.32,28.03,24.9
2012 Colorado St.,2.15,-3.96,75.26,29.21,64.5,65.2154,63.0838,23.4507,51.2706,25.2786,21.6552,46.6207,31.7241,15.09,19.44,25.53,18.78,21.17,7.37,6.86,4.02,52.45,29.3,17.01,18.72,10.9,28.3,25.08
2013 Colorado St.,2.54,-1.48,77,24.75,64,64.0443,62.9945,24.1597,54.2857,21.5546,20.6685,48.3992,30.9322,21.71,19.12,14.5,20.24,24.43,1.47,6.81,24.12,33.94,33.67,11.08,13.91,23.46,21.03,30.52
2022 Colorado St.,2.01,-0.85,76.11,31.7,65.8,65.7368,65.0792,17.28395062,50.75445816,31.96159122,15.46599496,48.26196474,36.2720403,21.95,14.73,17.73,27.87,17.67,7.08,14.96,10.54,31.12,36.23,14.08,22.27,14.51,26.65,22.43
2008 Connecticut,1.44,5.22,78.49,25.69,70.2,70.4032,66.6029,25.5086,54.7731,19.7183,15.2692,52.692,32.0388,20.78,21.04,21.74,18.98,17.46,9.65,9.57,21.43,27.84,31.52,15.14,12.4,24.32,23.92,24.23
2009 Connecticut,2.2,5.72,78.25,25.51,67.8,67.6114,65.5863,23.4835,58.9571,17.5594,13.8348,58.0199,28.1453,20.33,18.54,21.47,18.56,21.11,8.88,6.88,20.25,28.87,35.13,14.48,9.61,20.36,24.96,30.59
2011 Connecticut,0.94,3.39,77.55,29.14,65.9,66.1988,65.3986,21.1325,55.2073,23.6603,16.9989,53.554,29.4472,25.36,26.82,18.97,14.8,14.05,10.1,13.34,14.62,29.08,32.85,15.1,18.64,18.92,23.46,23.88
2012 Connecticut,0.8,4.08,77.74,28.2,64.2,64.9024,62.2672,18.6216,57.6199,23.7586,17.2367,49.2476,33.5157,21.14,25.05,18.76,15.7,19.36,7.56,8.61,16.65,27.19,39.99,14.82,17.03,18.57,23.87,25.72
2014 Connecticut,2.09,3.39,77.54,27.9,65.9,65.9523,63.4064,22.4156,47.6157,29.9687,21.036,50.3756,28.5884,22.32,24.53,16.37,22.94,13.84,9.63,12.34,15.83,25.23,36.96,17.85,22.14,17.01,24.93,18.07
2016 Connecticut,1.97,2.12,77.96,29.59,66.4,66.4159,65.7403,18.5481,52.3755,29.0764,20.7877,47.7024,31.5098,19.99,21.56,21.35,23.44,13.66,6.94,11.53,15.44,19.63,46.46,9.74,13.37,23.21,32.82,20.87
2021 Connecticut,1.8,1.05,77.88,35.64,66.5,66.4535,66.0354,17.63636364,54.18181818,28.18181818,21.75084175,51.17845118,27.07070707,21.02,21.67,19.94,16,21.37,7.27,10.81,28.64,25.07,28.21,12.27,16.2,25.09,21.28,25.16
2022 Connecticut,2.15,1.02,78.16,27.58,67,67.0231,64.8837,18.79303362,51.43782908,29.7691373,19.16473318,50.48723898,30.34802784,24.11,15.91,20.07,19.62,20.28,6.87,12.37,23.31,32.67,24.76,13.59,23.92,26.1,20.33,16.04
2023 Connecticut,1.74,0.99,78.29,29.53,68.6,68.5693,66.6901,18.15372731,47.43144071,34.41483198,23.81174278,53.40167754,22.78657968,14.43,18.54,20.87,15.85,30.29,9.13,12.72,16.29,19.82,41.99,11.79,16.06,19.9,18.43,33.78
2008 Coppin St.,2.17,-1.35,76.14,38.46,64.1,63.8026,62.2413,23.0806,56.2047,20.7146,20.7164,48.0794,31.2041,17.66,25.91,21.94,18.88,15.62,14.78,15.49,16.18,21.55,32,12.98,16.96,18.11,23.35,28.6
2008 Cornell,1.48,0.84,76.51,33.88,69.1,68.9227,67.2439,18.8264,49.78,31.3936,19.7221,50.1336,30.1443,23.64,17.62,19.57,19.52,19.65,16.82,9.74,12.72,19.2,41.53,17.79,13.15,19.17,20.55,29.33
2009 Cornell,1.76,1.56,77.4,28.5,66.6,66.4321,65.0003,18.1645,51.165,30.6705,20.3488,56.3425,23.3087,20.72,13.94,23.71,20.57,21.05,9.83,16.72,12.91,26.31,34.23,18.24,14.8,15.76,21.64,29.57
2010 Cornell,2.51,2.97,77.01,29.86,65.4,65.2596,63.4422,15.8996,45.6904,38.41,22.2437,51.354,26.4023,21.14,16.53,20.93,21.47,19.93,8.45,8.81,22.92,21.94,37.88,14.96,11.72,20.01,18.15,35.15
2012 Creighton,1.53,0.87,76.28,29.86,67.5,68.1641,65.4893,19.3001,49.6392,31.0606,16.6052,55.3506,28.0443,17.26,15.22,13.59,31.03,22.9,5.64,5.74,12.24,29.54,46.84,10.04,13.86,18.32,26.89,30.89
2013 Creighton,1.94,0.54,76.85,25.65,65.1,65.0989,63.0944,18.2463,47.3881,34.3657,16.2269,55.409,28.3641,12.08,13.04,14.77,33.2,26.91,4.72,7.22,14.53,21.35,52.19,11.47,13.17,19.12,26.87,29.37
2014 Creighton,2.48,0.44,76.53,27.01,65.5,65.5,63.9037,17.6343,43.6139,38.7518,19.1077,51.3468,29.5455,13.39,15.36,13.95,23.3,34,11,18.41,21.25,15.14,34.2,15.37,16.94,17.78,22.61,27.3
2017 Creighton,1.74,1.93,77.29,34.24,72.5,72.5417,70.8829,14.22366992,53.85450597,31.9218241,16.81451613,52.82258065,30.36290323,18.12,25.02,15.54,20.11,21.19,14.79,14.44,5.49,31.44,33.81,16.72,16.63,14.58,24.67,27.37
2018 Creighton,1.7,0.36,77.29,35.49,73,72.987,70.8444,14.7257701,48.08414726,37.19008264,15.13761468,52.96080067,31.90158465,22.58,26.42,15.26,15.73,19.98,19.54,10.5,7.23,26.52,36.18,15.16,16.17,17.74,27.11,23.79
2021 Creighton,2.26,-0.9,76.99,23.44,69.5,69.5619,69.0627,12.99363057,49.68152866,37.32484076,15.98108747,50.6855792,33.33333333,20.03,16.91,20.07,19.47,23.49,5.44,2.79,25.62,18.44,47.65,15.2,14.7,19.4,21.6,29.06
2022 Creighton,1.33,1.45,78.24,23.67,68.1,68.0849,66.8916,16.30883567,54.58298927,29.10817506,14.41480207,55.50774527,30.07745267,17.75,14.65,21.63,22.4,23.53,3.79,5.2,14.02,21.87,55.04,14.42,16.96,23.82,24.08,20.66
2023 Creighton,1.57,1.69,77.9,20.5,69.4,69.4467,67.9808,16.56781336,48.5567418,34.87544484,13.2300885,58.76106195,28.00884956,17.67,17.42,20.99,19.72,24.16,6.26,5.21,13.43,27.89,47.15,15.05,14.57,30.09,21.7,18.54
2008 Davidson,2.03,1.09,77.2,30.81,68.9,68.3431,66.0806,14.9944,50.6527,34.3529,19.3417,47.7908,32.8674,28.9,27.15,12.48,14.83,16.63,7.3,7.52,18.85,33.24,33.09,15.99,14.79,15.93,26.82,26.47
2012 Davidson,1.5,0.93,77.84,31.05,68.5,69.0277,66.7002,21.626,48.6179,29.7561,22.8151,54.5538,22.6311,18.17,16.06,12.67,25.18,27.92,10.87,11.2,20.85,27.24,29.83,12.06,15.12,21.74,24.82,26.26
2013 Davidson,2.37,0.77,77.86,28.44,64.6,64.5703,63.2755,22.5699,46.6416,30.7885,22.5159,55.8982,21.5859,17.08,16.25,15.18,22.82,28.67,7.89,10.25,19.96,31.96,29.94,12.14,15.38,20.68,25.26,26.55
2015 Davidson,1.32,-0.36,75.91,28.03,67.3,67.2527,66.5178,15.204,44.2522,40.5439,18.2831,57.355,24.3619,22.86,21.76,25.64,15.68,14.07,6.4,16.35,29.39,27.74,20.13,15.23,18.38,24.72,21.59,20.08
2018 Davidson,1.75,0.94,78.13,24.21,65,65.0307,64.1645,14.60897181,43.35053593,42.04049226,16.51785714,47.85714286,35.625,13.93,22.64,18.78,27.77,16.82,15.76,10.47,15.95,24.35,33.4,20.94,19.89,10.92,25.98,22.21
2022 Davidson,1.89,1.06,78.04,24.63,65.7,65.6986,64.6212,18.04144657,46.97277529,34.98577814,17.24770642,45.87155963,36.88073394,22.88,18.27,21.8,13.31,23.7,6.26,10.81,13.11,31.58,38.17,15.66,15.76,22.64,18.28,27.6
2009 Dayton,1.56,2.34,77.05,39.63,65.8,65.4067,63.8365,20.8209,54.8097,24.3694,22,47.7209,30.2791,14.83,23.76,19.73,27.14,14.54,11.36,8.94,27.51,29.67,22.52,16.94,15.36,24.39,23.83,19.48
2014 Dayton,1.64,0.41,77.01,36.13,65.7,65.7334,63.8792,20.8911,51.8158,27.2931,23.7692,51.6546,24.5763,14.47,23.16,22.73,21.9,17.74,3.37,6.61,24.14,33.14,32.74,11.83,15.27,18.99,28.74,25.17
2015 Dayton,1.54,-2.93,76.01,21.41,64.4,64.3804,63.3147,23.7802,46.8225,29.3973,17.9909,53.79,28.2192,15.1,19.33,23.36,21.75,20.46,4.04,5.99,7.3,38.64,44.04,15.85,14.91,16.44,26.5,26.31
2016 Dayton,1.56,-0.52,76.75,34.81,68.8,68.781,67.8498,20.8943,51.3999,27.7058,18.9338,47.7022,33.364,17.96,18.33,25.16,20.71,17.84,8.24,5.91,19.32,29.96,36.57,17.05,16.26,20.85,22.9,22.94
2017 Dayton,2.18,-0.61,76.59,35.5,69.3,69.3093,68.5788,21.90842961,45.8707745,32.22079589,20.80309627,47.41170779,31.78519594,17.86,20.17,20.06,22.1,19.77,9.28,11.09,12.39,26.89,40.29,18.04,18.2,17.5,24,22.2
2014 Delaware,2.15,-1.25,76.51,19.87,70.8,70.8447,70.5569,23.652,49.1733,27.1747,21.0347,54.1541,24.8112,21.58,21.58,18.27,19.89,18.68,12.78,12.78,15.91,18.39,40.14,16.38,16.38,16.83,19.53,30.88
2022 Delaware,2.08,0.49,77.16,24.31,67.7,67.7472,66.6342,19.4017785,50.76798707,29.83023444,18.20074969,50.31236985,31.48688047,21.81,18.45,16.64,21.68,21.38,17.05,8.06,7.18,26.72,40.92,19.14,15.49,15.76,25.57,23.99
2012 Detroit Mercy,2.15,1.17,76.33,26.76,66.6,67.5756,66.4169,24.9058,56.2578,18.8363,21.153,49.3281,29.5189,15.94,21.83,20.75,21.17,20.31,9.29,9.62,20.79,22.1,38.21,14.28,17.3,20.38,18.38,29.66
2008 Drake,2.25,-1.51,75.73,22.89,63.1,62.7473,61.8906,20.4235,41.1998,38.3767,13.7164,51.3458,34.9379,17.21,20.21,23.62,20.07,18.89,13.97,16.49,17.24,19.44,32.86,13.31,13.77,19.06,22.5,31.36
2021 Drake,2,-0.37,76.09,31.99,66.2,66.2207,66.7599,14.07475773,58.23719428,27.68804799,18.29787234,54.25531915,27.44680851,26.18,18.71,16.23,22.85,16,8.86,9.82,22.09,23.68,35.5,12.26,10.39,20.18,25.46,31.65
2023 Drake,2.27,0.03,76.35,27.72,66.7,66.685,66.4238,17.31637259,51.53877719,31.14485023,16.47058824,51.76470588,31.76470588,19.7,15.22,18.55,29.16,17.36,12.4,7.75,20.17,15.6,44.05,18.87,12.03,21.08,19.44,28.56
2021 Drexel,1.8,0.13,77.1,27.86,65.9,65.9441,64.2271,16.63113006,52.45202559,30.91684435,16.39465875,57.12166172,26.48367953,16.21,22.94,18.49,21.06,21.29,8.2,8.1,9.44,31.85,42.42,13.49,14.04,14.96,28.62,28.88
2008 Duke,1.22,-0.41,77.03,28.82,74.4,74.3046,70.9709,20.9894,46.3604,32.6502,18.382,60.3981,21.2198,19.65,22.77,21.44,18.17,17.97,6.31,18.3,16.18,24.13,35.08,12.17,22.89,20.86,21.96,22.13
2009 Duke,1.69,1.96,77.59,31.83,69.5,69.4428,65.5211,22.9508,49.1106,27.9386,18.2862,59.2046,22.5092,18.48,23.24,21.39,17.32,19.57,8.2,14.95,12.43,28.4,36.02,13.43,20.52,15.9,24.9,25.26
2010 Duke,2.03,4.88,78.99,23.41,67.5,67.7699,64.9637,22.15,48.5222,29.3277,21.1152,59.4506,19.4342,24.22,24.32,19.53,17.23,14.7,7.41,6.17,21.55,23.77,41.1,9.76,13.36,19.76,23.46,33.66
2011 Duke,1.67,4.03,77.78,29.51,70.6,70.7504,69.1256,20.7818,50.0501,29.1681,17.7945,60.1504,22.0551,20.93,25.61,20.91,17.98,14.57,7.37,9.84,17.07,31.34,34.38,11.63,14.95,17.4,26.07,29.96
2012 Duke,1.51,5.11,77.57,30.42,68.4,68.7049,65.6315,23.0594,45.6621,31.2785,19.4087,60.9254,19.6658,15.04,22.53,22.21,18.46,21.76,7.87,8.32,6.86,43.25,33.69,11.58,12.03,13.99,33.15,29.25
2013 Duke,1.79,3.19,77.07,23.92,68.7,68.6602,66.0764,21.1663,49.676,29.1577,20.6809,58.8936,20.4255,14.19,22.39,21.14,18.03,24.24,8.7,8.76,10.15,38.62,33.78,16.09,12.82,15.94,25.26,29.89
2014 Duke,1.39,1.61,77.87,28.52,65.4,65.404,64.8311,20.8015,44.663,34.5355,22.2552,60.195,17.5498,14.67,17.09,26.33,25.89,16.02,6.39,8.89,16.4,23.95,44.36,11.84,13.41,20.79,24.85,29.11
2015 Duke,1.06,3.02,77.55,25.45,66.6,66.5735,65.6368,19.7347,52.7984,27.4668,15.1479,60.9912,23.8609,18.31,21.77,17.39,17.99,24.53,5.41,6.44,13.39,30.03,44.73,14.65,13.69,17.03,28.28,26.36
2016 Duke,1.06,4.65,78.71,20.9,68.4,68.4041,67.5008,21.4384,44.863,33.6986,14.8333,59.1798,25.987,16.72,22.94,22.94,23.51,13.89,6.84,11.03,11.19,29.56,41.39,12.6,15.2,15.3,26.84,30.05
2017 Duke,1.45,0.91,78.43,25.11,69.7,69.7368,67.9699,21.46439318,47.34202608,31.19358074,18.94493647,59.45321525,21.60184829,17.38,17.4,26.31,23.49,15.39,12.15,11.73,13.68,21.36,41.02,11.16,13.25,18.04,29.3,28.21
2018 Duke,0.67,2.57,79.09,22.28,71,71.0479,70.0021,18.00704902,52.29093239,29.70201858,14.86801242,52.63975155,32.49223602,15.8,20.47,17.54,20.63,25.52,5.93,5.78,11.63,38.47,38.13,7.97,12.62,16.31,32.5,30.55
2019 Duke,0.65,0.97,78.66,28.12,73.7,73.6764,72.2115,17.53102132,55.93382119,26.53515749,15.64440994,54.89130435,29.46428571,11.76,24.75,33.07,16.75,13.66,8.68,13.36,32.66,13.11,32.17,12.05,21.52,26.08,19.49,20.84
2022 Duke,0.96,1.98,78.36,23.2,68.3,68.2765,67.3866,15.95131326,54.45227418,29.59641256,12.25879682,57.66174801,30.07945516,15.5,19.15,20.69,20.22,24.43,6.86,14.44,15.08,24.09,39.53,11.51,16.05,19.59,22.46,30.39
2023 Duke,0.89,3.05,79.29,31.76,65.7,65.7055,65.258,18.85644769,52.79805353,28.34549878,16.60533579,54.55381785,28.84084637,20.02,16.8,19.24,21.44,22.48,7.71,7.15,12.48,36.08,36.54,10.4,15.14,16.93,27.49,30
2009 East Tennessee St.,1.81,-0.52,76.87,28.02,72.6,72.0075,68.8103,21.5931,55.6814,22.7255,18.9469,45.8351,35.218,24.69,24.63,21.74,16.44,12.5,8.19,22.7,18.69,16.58,33.84,12.61,15.49,22.28,26.93,22.69
2010 East Tennessee St.,1.41,-2.53,76.26,33.52,68.8,68.5995,66.1025,21.8817,56.0238,22.0945,21.388,45.4823,33.1296,13.91,24.39,25.55,19.39,16.76,8.87,17.43,22.84,22.07,28.8,12.19,17.71,23.32,22.59,24.2
2017 East Tennessee St.,2.53,-0.3,76.66,35.73,71.5,71.5356,70.0234,21.0949464,50.30627871,28.59877489,22.1642764,44.3285528,33.5071708,18.13,28.52,16.55,17.15,19.61,16.25,8.47,11.35,30.25,33.61,16.16,12.42,19.56,24.04,27.76
2014 Eastern Kentucky,2.51,-2.97,75.77,24.87,67.1,67.1179,64.6059,22.3258,42.5446,35.1297,26.0173,48.658,25.3247,25.37,20.59,20.11,18.4,15.53,12.37,13.2,9.88,27.53,37.02,16.58,20.61,16.12,20.72,25.96
2015 Eastern Washington,1.9,-1.43,77.28,25.49,68.4,68.4313,67.9604,18.6267,43.7253,37.648,19.7821,48.7846,31.4334,18.99,19.98,17.95,20.7,22.38,12.65,13.67,16.52,23.44,33.72,18.35,17.93,15.75,21.27,26.69
2021 Eastern Washington,1.64,-0.27,77.17,34.61,71.3,71.2932,72.3499,18.39911062,49.2495831,32.35130628,17.25826193,52.99877601,29.74296206,14.88,14.96,21.53,19.59,29,11.97,8.56,20.56,32.3,26.57,8.07,11.25,20.06,28.74,31.83
